id,user,recipient,sid,timestamp,body
4263,user19,user13,14,2021-06-16 15:48:17.006667+00:00,was du fällst ja voll deine Masche rein😲
4262,user13,user19,14,2021-06-16 15:48:01.716199+00:00,Wie oft hast du angerufen? 😱👀
4261,user04,user03,15,2021-06-16 15:47:57.506200+00:00,ohja - zum Glück ist der kleine aus seiner Trotzphase raus 👀
4260,user13,user19,14,2021-06-16 15:47:45.720075+00:00,Was sagen deine Eltern da? 👀
4259,user13,user19,14,2021-06-16 15:47:39.069790+00:00,natürlich hab ich für Riccardo angerufen. 🥰😊
4258,user04,user03,15,2021-06-16 15:47:32.398228+00:00,Das passt irgendwie voll zu dir 😊
4257,user03,user04,15,2021-06-16 15:47:24.000153+00:00,süßes alter aber sicher auch anstregend 👀
4256,user19,user13,14,2021-06-16 15:47:23.554646+00:00,ich habe die ganze zeit für Nicole angerufen🥰
4255,user03,user04,15,2021-06-16 15:47:15.586013+00:00,ich war mehrmals in Südafrika und habe mich total in das Land verliebt 🥰
4254,user19,user13,14,2021-06-16 15:47:10.750871+00:00,hast du etwas für Riccardo angerufen?😲😲
4253,user13,user19,14,2021-06-16 15:47:06.594084+00:00,Aber er sieht doch so gut aus 🥰😊
4252,user04,user03,15,2021-06-16 15:46:58.972546+00:00,Meine kleinen sind 4 und 6 🥰
4251,user13,user19,14,2021-06-16 15:46:54.303160+00:00,"Boa, aber ich hab schon voll Schiss. 😱 ich hab 50 mal angerufen und ein Anruf kostet 2 Euro. Meine Eltern killen mich, wenn die Telefonrechnung kommt 😢"
4250,user04,user03,15,2021-06-16 15:46:45.281068+00:00,Wie kommst du darauf? 😱
4249,user19,user13,14,2021-06-16 15:46:43.415449+00:00,so ein macho😡😡
4248,user19,user13,14,2021-06-16 15:46:40.971779+00:00,ja das mit dem betrügen wunder mich nicht😡
4247,user04,user03,15,2021-06-16 15:46:35.711367+00:00,"Hui, dass ist ja krass 😱"
4246,user03,user04,15,2021-06-16 15:46:34.410630+00:00,oh wie schön 🥰 wie alt sind deine kinder?
4245,user19,user13,14,2021-06-16 15:46:27.563826+00:00,ja auch viel besser als dieser blöde Ricardo😡
4244,user18,user12,7,2021-06-16 15:46:27.395395+00:00,Nice!😊
4243,user18,user12,7,2021-06-16 15:46:23.373505+00:00,Alles gut! War nur neugierig👀
4242,user04,user03,15,2021-06-16 15:46:21.873227+00:00,Mir geht es wunderbar - ich wohne inzwischen in einem kleinen Reihenhaus etwas außerhalb der Stadt mit meinem Mann und meinen zwei Kindern 🥰
4241,user12,user18,7,2021-06-16 15:46:19.832762+00:00,ist wirklich noch viel besser als auf den Bildern 😊
4240,user13,user19,14,2021-06-16 15:46:16.325855+00:00,"Ja, so ist das halt. Da rufen halt nur verliebte Teeniemädchen an (so wie ich hihihihi) 😊🥰"
4239,user03,user04,15,2021-06-16 15:46:11.534070+00:00,was gibt es neues bei dir? ich wandere bald nach Südafrika aus 🥰
4238,user06,user17,21,2021-06-16 15:46:10.990704+00:00,Szenario 21 beendet
4237,user12,user18,7,2021-06-16 15:46:06.291317+00:00,habe nur einen Moment gebraucht um das alles hier aufzunehmen 😊
4236,user13,user19,14,2021-06-16 15:45:59.175089+00:00,"ja, Nicola war schon auch gut. 😊"
4235,user06,user17,21,2021-06-16 15:45:56.440395+00:00,"Lass uns nachher telefonieren, wenn wir mehr wissen. 👀"
4234,user19,user13,14,2021-06-16 15:45:54.866357+00:00,"Riccardo hat doch nur gewonnen, weil er gut aussieht😲😡"
4233,user12,user18,7,2021-06-16 15:45:49.355708+00:00,"Hey, ja bin 🥰"
4232,user13,user19,14,2021-06-16 15:45:49.199908+00:00,"🥰😊😲 ja ich war auch voll überrascht, weil es doch letzte Woche voll den Shitstorm wegen ihm gab, weil er seine Freundin betrogen hat"
4231,user19,user13,14,2021-06-16 15:45:43.625657+00:00,Sie hat sooo  viel besser gesongen😡
4230,user06,user17,21,2021-06-16 15:45:41.710867+00:00,"Naja, wir werden sehen... 😢"
4229,user19,user13,14,2021-06-16 15:45:38.074691+00:00,Ich bin so traurig dass Nicola raus ist😢
4228,user04,user03,15,2021-06-16 15:45:34.648143+00:00,"Oh Wow - ja ewig!!! Wie schön, dass du dich meldest 🥰"
4227,user17,user06,21,2021-06-16 15:45:32.770869+00:00,Ja die Werkstatt sollte gleich anrufen und eine Kosteneinschätzung geben 👀
4226,user15,user10,0,2021-06-16 15:45:25.353692+00:00,tschüss😊
4225,user18,user12,7,2021-06-16 15:45:23.448096+00:00,Gut angekommen in deiner Ferienwohnung? Wie ist es?👀
4224,user19,user13,14,2021-06-16 15:45:20.909435+00:00,Waaaaas?😲😡
4223,user10,user15,0,2021-06-16 15:45:19.611061+00:00,ciao 😊
4222,user10,user15,0,2021-06-16 15:45:13.737450+00:00,alles klar 😊 kann das nur zurückgeben 😊
4221,user03,user04,15,2021-06-16 15:45:10.915939+00:00,Hey lange nichts mehr von dir gehört 👀 wie gehts dir? 🥰
4220,user13,user19,14,2021-06-16 15:45:07.021552+00:00,zum Glück hat Riccardo DSDS gewonnen 😊 der ist einfach soooo süß!!
4219,user17,user06,21,2021-06-16 15:45:05.136891+00:00,Aber es ist momentan auch Aussage gegen Aussage 😢
4218,user06,user17,21,2021-06-16 15:45:02.588937+00:00,"Dann hoffe ich mal, dass es nicht zu teuer wird! 😱"
4217,user15,user10,0,2021-06-16 15:45:01.004504+00:00,"ich muss jetzt dann gehen, aber war sehr schön mit dir zu chatten 😊"
4216,user03,user04,15,2021-06-16 15:44:54.227317+00:00,Beginne Szenario 15
4215,user03,user04,14,2021-06-16 15:44:51.746465+00:00,Szenario 14 beendet
4214,user13,user19,14,2021-06-16 15:44:50.258687+00:00,"Boaaa, war das finale spannend ey 😲"
4213,user03,user04,14,2021-06-16 15:44:49.715425+00:00,dir auch 😊
4212,user10,user15,12,2021-06-16 15:44:44.333771+00:00,bis dann 😊
4211,user17,user06,21,2021-06-16 15:44:44.100072+00:00,"Ich kann doch nichts dafür, dass er ohne gescheit zu schauen in die linke Spur fährt 😲"
4210,user04,user03,14,2021-06-16 15:44:43.687189+00:00,😊 schönen Abend noch
4209,user15,user10,12,2021-06-16 15:44:43.210242+00:00,Szenario 12 beendet
4208,user06,user17,21,2021-06-16 15:44:35.399671+00:00,"Egal, ich hatte schon kein gutes Gefühl, den Wagen auszuleihen. 😢"
4207,user15,user10,12,2021-06-16 15:44:34.936858+00:00,ich mich auch !🥰
4206,user19,user13,14,2021-06-16 15:44:34.418073+00:00,Beginne Szenario 14
4205,user03,user04,14,2021-06-16 15:44:30.368148+00:00,haha danke 🥰
4204,user19,user13,13,2021-06-16 15:44:28.882652+00:00,Szenario 13 beendet
4203,user19,user13,13,2021-06-16 15:44:23.796927+00:00,bis gleich🥰
4202,user10,user15,12,2021-06-16 15:44:22.087524+00:00,"Na gut, dann Abendessen am Mittwoch 😊 freue mich auch 🥰😊"
4201,user13,user19,13,2021-06-16 15:44:20.966168+00:00,"🥰😊 ja, das wird bestimmt voll super! dann sind wir zu dritt. 👀😊"
4200,user19,user13,13,2021-06-16 15:44:20.228697+00:00,und bring dir rubble bubble mit🥰
4199,user04,user03,14,2021-06-16 15:44:18.862814+00:00,jaja ich gönns ihm ja - und dir 😊
4198,user15,user10,12,2021-06-16 15:44:15.215925+00:00,hihi😊
4197,user03,user04,14,2021-06-16 15:44:13.446753+00:00,eben 🥰
4196,user19,user13,13,2021-06-16 15:44:10.893067+00:00,Jaaa ich fahr gleich los😊
4195,user17,user06,21,2021-06-16 15:44:07.779704+00:00,Ja 😢
4194,user04,user03,14,2021-06-16 15:44:07.660566+00:00,aber deiner wäre ja auch nicht so weit gekommen wenn er nichts drauf gehabt hätte 😊
4193,user10,user15,12,2021-06-16 15:44:06.880819+00:00,Damit komme ich klar 🥰
4192,user15,user10,12,2021-06-16 15:44:05.205681+00:00,oh das freut mich 🥰
4191,user19,user13,13,2021-06-16 15:44:03.398614+00:00,das ist alles so aufregend😲👀
4190,user15,user10,12,2021-06-16 15:43:54.068001+00:00,bin ein bisschen schusselig als vorwarnung 😊
4189,user19,user13,13,2021-06-16 15:43:53.098003+00:00,ich bin so gespannt👀
4188,user03,user04,14,2021-06-16 15:43:51.301275+00:00,er hat es trozudem verdient 🥰
4187,user06,user17,21,2021-06-16 15:43:50.769662+00:00,Und du bist ihm reingefahren? Ist ja noch schlimmer! Wie kann man denn so dumm sein!? 😡
4186,user13,user19,13,2021-06-16 15:43:50.218596+00:00,"Komm erst mal nach Hause, dann feiern wir das 🥰😊 du mit Sekt und ich mit Wasser natürlich 😊😊"
4185,user18,user12,7,2021-06-16 15:43:48.398676+00:00,Beginne Szenario 7
4184,user10,user15,12,2021-06-16 15:43:47.763744+00:00,Ähm.. ja Abendessen würde schon auch gehen 👀
4183,user19,user13,13,2021-06-16 15:43:46.556737+00:00,ja sehr sehr gerne🥰
4182,user04,user03,14,2021-06-16 15:43:44.606726+00:00,ja ich bin einfach ein bisschen enttäuscht 😢
4181,user15,user10,12,2021-06-16 15:43:41.085937+00:00,tut mir leid😢😲
4180,user18,user12,6,2021-06-16 15:43:37.625413+00:00,Szenario 6 beendet
4179,user19,user13,13,2021-06-16 15:43:35.814052+00:00,bei unserem Kind ist das natürlihc was anderes🥰
4178,user18,user12,6,2021-06-16 15:43:34.328910+00:00,bis dann👀
4177,user13,user19,13,2021-06-16 15:43:29.055744+00:00,"achso ja, stimmt 😊"
4176,user12,user18,6,2021-06-16 15:43:27.930322+00:00,ich freu mich schon 🥰 bis dann 😊
4175,user15,user10,12,2021-06-16 15:43:26.372260+00:00,ich habe gerade einen Termin übersehen gehabt😢
4174,user04,user03,14,2021-06-16 15:43:21.759657+00:00,Ja...voll das oberflächlich....nur weil man sich dann besser vermarkten lässt 😡
4173,user01,user16,28,2021-06-16 15:43:21.254379+00:00,Szenario 28 beendet
4172,user16,user01,28,2021-06-16 15:43:20.323074+00:00,"ok alles klar, dann weißt du das jetzt👀"
4171,user12,user18,6,2021-06-16 15:43:18.123123+00:00,"ja, klingt gut 😊"
4170,user13,user19,13,2021-06-16 15:43:16.700227+00:00,Nächsten Montag hab ich einen Termin zum Ultraschall. Willst du da mit? 👀Dann kannst du unser Baby gleich sehen. 🥰😊
4169,user19,user13,13,2021-06-16 15:43:14.927637+00:00,ja aber das sind ja nicht meine eigenen Kinder😲
4168,user03,user04,14,2021-06-16 15:43:14.889320+00:00,naja weis nicht... lassen wir die diskussion lieber weil wir uns sowieso nicht einigen können 😢
4167,user15,user10,12,2021-06-16 15:43:13.075963+00:00,aber wie wäre es stattdessen mit einem Abendessen ?😊
4166,user17,user06,21,2021-06-16 15:43:05.907914+00:00,Nein er ist direkt in meine Spur rübergefahren und hat mich anscheinend im Toten Winkel nicht gesehen 😢
4165,user10,user15,12,2021-06-16 15:43:04.482034+00:00,Really?😡
4164,user15,user10,12,2021-06-16 15:42:54.102423+00:00,ich kann da doch nicht😢
4163,user18,user12,6,2021-06-16 15:42:52.223622+00:00,Dann sehen wir uns dort? um 8? 😊
4162,user13,user19,13,2021-06-16 15:42:51.013113+00:00,Ich liebe dich auch!!🥰😊
4161,user01,user16,28,2021-06-16 15:42:48.085171+00:00,"ja, das will ich auch nicht😡"
4160,user15,user10,12,2021-06-16 15:42:47.264364+00:00,ohhh nein😱😢
4159,user10,user15,12,2021-06-16 15:42:43.755348+00:00,ich freue mich auch 🥰😊
4158,user15,user10,12,2021-06-16 15:42:42.860807+00:00,oh das freut mich !!😊
4157,user04,user03,14,2021-06-16 15:42:42.500941+00:00,finde ich nicht - meiner hat richtig Emotion in der Stimme 🥰😱
4156,user03,user04,14,2021-06-16 15:42:41.616114+00:00,aber gutes Aussehen ist schon wichtig im Showbusiness 🥰
4155,user13,user19,13,2021-06-16 15:42:41.467923+00:00,"Ich dachte, du willst keine Kinder, weil dich die Kita unter der Wohnung immer so nervt 👀"
4154,user19,user13,13,2021-06-16 15:42:39.489752+00:00,"Und ich liebe dich doch, egal was ist🥰"
4153,user10,user15,12,2021-06-16 15:42:37.442287+00:00,Bin dabei 🥰😊
4152,user15,user10,12,2021-06-16 15:42:33.920769+00:00,ich würde mich sehr freuen😲😱
4151,user19,user13,13,2021-06-16 15:42:32.540461+00:00,"natürlich🥰 ist vielleicht nicht der beste zeitpunkt, aber die perfekt Frau!🥰"
4150,user10,user15,12,2021-06-16 15:42:31.882370+00:00,"Klar, voll gerne 😊🥰 bin nur etwas überrumpelt 😲😊"
4149,user18,user12,6,2021-06-16 15:42:31.050675+00:00,Cool ich freu mich schon😊
4148,user07,user14,0,2021-06-16 15:42:29.553137+00:00,Ich auch nicht 😱 Fast schon anstrengend
4147,user13,user19,13,2021-06-16 15:42:24.851683+00:00,"Jaa, wir bekommen ein Baby!! 🥰😊 Im Januar!"
4146,user15,user10,12,2021-06-16 15:42:20.478839+00:00,kannst du ?😱
4145,user18,user12,6,2021-06-16 15:42:19.935395+00:00,Doch klar! Du hast mir doch 5 Tage Möbel schleppen geholfen!🥰
4144,user12,user18,6,2021-06-16 15:42:17.576192+00:00,"oh ja, das wär wirklich toll 😊"
4143,user16,user01,28,2021-06-16 15:42:16.954900+00:00,gegen diese Mannschaft spielen wir nicht mehr🤢
4142,user06,user17,21,2021-06-16 15:42:13.067418+00:00,Ist dir jemand reingefahren? 👀
4141,user15,user10,12,2021-06-16 15:42:09.561299+00:00,ja!😊🥰
4140,user04,user03,14,2021-06-16 15:42:08.450704+00:00,Es geht ja auch nicht ums Aussehen - eigentlich 😡
4139,user03,user04,14,2021-06-16 15:42:07.921178+00:00,ne der andere war viel besser 🥰
4138,user12,user18,6,2021-06-16 15:42:03.744391+00:00,aber natürlich hab ich Lust hinzugehen 🥰
4137,user13,user19,13,2021-06-16 15:42:03.395582+00:00,Was??? 😲 Du freust dich? 😊🥰🥰🥰
4136,user19,user13,13,2021-06-16 15:41:58.212309+00:00,wir bekommen als ein baby?😲🥰
4135,user17,user06,21,2021-06-16 15:41:55.318698+00:00,Es war ja ein Unfall 😢
4134,user04,user03,14,2021-06-16 15:41:54.577937+00:00,also ich finde meiner hätte den Sieg verdient!! 😱
4133,user16,user01,28,2021-06-16 15:41:52.344620+00:00,Der Arme. Er ist so ein guter Spieler.😲
4132,user18,user12,6,2021-06-16 15:41:51.786379+00:00,Ja 😊 Ich hoffe du wolltest keine Sitzplätze. Wenn wir früh da sind kommen wir richtig nah an die Bühne ran👀
4131,user01,user16,28,2021-06-16 15:41:48.978182+00:00,das ist das wichtigste😊
4130,user10,user15,12,2021-06-16 15:41:48.355488+00:00,Was? Wirklich? 👀😊
4129,user19,user13,13,2021-06-16 15:41:48.127773+00:00,oh wow😲 das ist doch toll😊🥰
4128,user14,user07,0,2021-06-16 15:41:43.507476+00:00,Ja ich glaub so viel hab ich schon lang nicht mehr gechattet 😊  na dann warten wir mal bis die anderen fertig sind. Bis dann 😊
4127,user12,user18,6,2021-06-16 15:41:42.054906+00:00,das hätte es aber wirklich nicht gebraucht 👀
4126,user17,user06,21,2021-06-16 15:41:40.116268+00:00,Ja sorry bro 😢
4125,user19,user13,13,2021-06-16 15:41:39.517165+00:00,ich bin immer für dich da egal was ist🥰
4124,user01,user16,28,2021-06-16 15:41:35.157027+00:00,"hoffen wir, dass es Jürgen bald wieder besser geht🥰"
4123,user13,user19,13,2021-06-16 15:41:33.449542+00:00,Ich hab nen Test gemacht und ich bin schwanger 😱😱😱😢
4122,user16,user01,28,2021-06-16 15:41:31.686237+00:00,"Tja, ich hoffe Jürgen geht es bald wieder besser🥰"
4121,user19,user13,13,2021-06-16 15:41:29.683793+00:00,oh ich auch mein schatz🥰
4120,user06,user17,21,2021-06-16 15:41:27.549812+00:00,"Ich hab doch gesagt, du sollst drauf aufpassen! 😡"
4119,user03,user04,14,2021-06-16 15:41:24.933228+00:00,und dein favorit eher nicht so 🤢
4118,user15,user10,12,2021-06-16 15:41:23.463902+00:00,ich wollte fragen ob du nächsten Mittwoch mit mir Kaffee trinken gehen willst um 3?😊👀
4117,user13,user19,13,2021-06-16 15:41:20.558114+00:00,Ich liebe dich so und hab voll Angst dich zu verlieren 😢
4116,user10,user15,12,2021-06-16 15:41:19.069326+00:00,Was gibts? 😲
4115,user01,user16,28,2021-06-16 15:41:16.909013+00:00,"ja, das ist ja wirklich nebensächlich😢"
4114,user19,user13,13,2021-06-16 15:41:13.310940+00:00,was ist denn??👀
4113,user12,user18,6,2021-06-16 15:41:11.529016+00:00,"oh, wirklich? 😲"
4112,user03,user04,14,2021-06-16 15:41:11.270373+00:00,"hey das stimmt nicht, also er ist schon sehr hübsch 🥰 aber er singt auch gut!"
4111,user18,user12,6,2021-06-16 15:41:08.931322+00:00,Wenn du Lust hast mit mir hinzugehen?👀
4110,user19,user13,13,2021-06-16 15:41:07.282544+00:00,ja das warst du aber wirklich...😡
4109,user13,user19,13,2021-06-16 15:41:06.128316+00:00,"Aber ich hatte so Angst, es dir zu sagen 😱😢"
4108,user16,user01,28,2021-06-16 15:41:02.754422+00:00,"Ich glaube, wärst du dabei gewesen, hätte es Tote bei den Gegnern gegeben!🥰"
4107,user06,user17,21,2021-06-16 15:40:59.614422+00:00,Das Ding kostet 150000 Euro!! 😱
4106,user13,user19,13,2021-06-16 15:40:56.246226+00:00,"Ich weiß, ich war echt ätzend und launisch zur Zeit. 😢"
4105,user19,user13,13,2021-06-16 15:40:54.118517+00:00,machst du schluss?😲😲
4104,user07,user14,0,2021-06-16 15:40:53.002251+00:00,Hi Julia 😊 es war mir ein fest mit dir zu chatten 😊
4103,user17,user06,21,2021-06-16 15:40:52.841038+00:00,Schön wärs 😢
4102,user15,user10,12,2021-06-16 15:40:52.266550+00:00,Ich freue mich dass ich deine Nummer hab ich wollte dich eh schon länger was fragen👀
4101,user18,user12,6,2021-06-16 15:40:49.293025+00:00,Da hab ich die Lösung! Du hast mir doch letztens so viel beim Umzug geholfen und als kleines Dankeschön hab ich Karten für uns beide besorgt😊
4100,user04,user03,14,2021-06-16 15:40:48.613704+00:00,pff ja ich weiß - aber auch nur weil er am besten ausgesehen hat....mein Favourit hatte dafür wirklich ne tolle Stimme 😡
4099,user19,user13,13,2021-06-16 15:40:48.278522+00:00,was ist los???😲👀
4098,user19,user13,13,2021-06-16 15:40:43.965582+00:00,Du bist einfach gestern an der party an mir vorbei ohne was zu sagen😡😢
4097,user16,user01,28,2021-06-16 15:40:43.368563+00:00,da war das Tor in der 91. Minute noch harmlos😢
4096,user06,user17,21,2021-06-16 15:40:37.602895+00:00,Willst du mich verarschen??? 😱😡
4095,user10,user15,12,2021-06-16 15:40:36.297821+00:00,Hey 😊
4094,user13,user19,13,2021-06-16 15:40:32.260631+00:00,😱 Du Schatz ich muss dir was sagen
4093,user15,user10,12,2021-06-16 15:40:27.107797+00:00,Heyyy 😊
4092,user01,user16,28,2021-06-16 15:40:25.129632+00:00,gut das ich nicht mehr dabei gewesen bin😡
4091,user14,user07,0,2021-06-16 15:40:23.285430+00:00,Ah ok ich bin die Juli (Julia Achatz) 😊
4090,user17,user06,21,2021-06-16 15:40:19.380148+00:00,"Gerade war der ADAC da und hat ihn abgeschleppt 😢 Nichts schlimmes, aber eine kleine Beule in der Kühlerhaube"
4089,user19,user13,13,2021-06-16 15:40:15.834684+00:00,"Ey, was ist eigentlich zu Zeit los mit dir?😡"
4088,user10,user15,12,2021-06-16 15:40:13.769435+00:00,Beginne Szenario 12
4087,user12,user18,6,2021-06-16 15:40:12.571923+00:00,"und überall anders sind die Tickets total teuer, das gibt es doch echt nicht 😡"
4086,user16,user01,28,2021-06-16 15:40:10.023455+00:00,ein echtes Schwein!😡
4085,user06,user17,21,2021-06-16 15:40:05.946627+00:00,Was? 😱
4084,user15,user10,11,2021-06-16 15:40:04.724125+00:00,Szenario 11 beendet
4083,user10,user15,11,2021-06-16 15:40:03.447150+00:00,War voll aufgeregt davor dich zu fragen 😱
4082,user15,user10,11,2021-06-16 15:40:00.742837+00:00,ja auf jeden Fall!😊🥰
4081,user16,user01,28,2021-06-16 15:40:00.223176+00:00,und seinen eigenen Fehler nicht mal einsehen🤢😡
4080,user19,user13,13,2021-06-16 15:39:59.334983+00:00,Beginne Szenario 13
4079,user19,user13,12,2021-06-16 15:39:55.807325+00:00,Szenario 12 beendet
4078,user18,user12,6,2021-06-16 15:39:54.751780+00:00,Die mag ich doch auch so gerne😊
4077,user12,user18,6,2021-06-16 15:39:54.213738+00:00,"aber, jetzt habe ich gerade gesehen, dass es schon keine Karten mehr gibt 😢"
4076,user01,user16,28,2021-06-16 15:39:53.034553+00:00,das ist ja echt richtig mies😡
4075,user07,user14,0,2021-06-16 15:39:52.163747+00:00,Der Patrick 👀 undduso 😱
4074,user19,user13,12,2021-06-16 15:39:51.903103+00:00,oh das freut mich🥰 super dann bis Dienstag😊
4073,user16,user01,28,2021-06-16 15:39:50.480955+00:00,Wie kann man nur so unsportlich sein?😡
4072,user18,user12,6,2021-06-16 15:39:41.933132+00:00,Ja mega🥰
4071,user01,user16,28,2021-06-16 15:39:41.123151+00:00,"ohje, das hört sich ja gar nicht gut an🤢"
4070,user03,user04,14,2021-06-16 15:39:40.487079+00:00,bei dsds hat mein lieblingssänger gewonnen 😊😊
4069,user13,user19,12,2021-06-16 15:39:39.200043+00:00,"Oh ja, das klingt auch gut 😊🥰"
4068,user12,user18,6,2021-06-16 15:39:36.231771+00:00,am Samstag spielt sogar meine Lieblingsband spontan hier 😊
4067,user16,user01,28,2021-06-16 15:39:34.037588+00:00,"Das schlimme ist, der typ der ihn umgehauen hat, hat sich danach nicht mal entschuldigt🤢"
4066,user10,user15,11,2021-06-16 15:39:32.903705+00:00,Mega 🥰😊
4065,user14,user07,0,2021-06-16 15:39:32.342035+00:00,Wer bist du? Darf man das sagen? 👀
4064,user17,user06,21,2021-06-16 15:39:27.552944+00:00,Aber du ich muss dir was sagen 😱
4063,user10,user15,11,2021-06-16 15:39:26.878528+00:00,Oh das freut mich voll 🥰😊 Das wird ein guter Abend! 😊
4062,user19,user13,12,2021-06-16 15:39:22.001408+00:00,aber wie wäre es wenn wir stattdessen abends Essen gehen?👀
4061,user17,user06,21,2021-06-16 15:39:19.796350+00:00,Ja 😱
4060,user13,user19,12,2021-06-16 15:39:19.611060+00:00,Kein Problem 😊
4059,user03,user04,14,2021-06-16 15:39:15.194823+00:00,Beginne Szenario 14
4058,user13,user19,12,2021-06-16 15:39:14.027062+00:00,Dann vielleicht Mittwoch? Oder ein anderer Tag? 👀
4057,user14,user07,0,2021-06-16 15:39:12.816860+00:00,😊
4056,user03,user04,13,2021-06-16 15:39:12.618289+00:00,Szenario 13 beendet
4055,user16,user01,28,2021-06-16 15:39:11.143323+00:00,"Ich weiß es noch nicht, er ist noch im Krankenhaus und nicht ansprechbar🤢😡😡😡😡😡"
4054,user03,user04,13,2021-06-16 15:39:10.608637+00:00,bis gleich 🥰
4053,user19,user13,12,2021-06-16 15:39:08.893386+00:00,Man das tut mir leid😢
4052,user04,user03,13,2021-06-16 15:39:04.337796+00:00,okay bis gleich 🥰
4051,user13,user19,12,2021-06-16 15:39:02.162675+00:00,Oh nein 😢
4050,user15,user10,11,2021-06-16 15:39:01.992538+00:00,sehr!🥰😊
4049,user07,user14,0,2021-06-16 15:38:58.918923+00:00,geschafft ja 😊
4048,user13,user19,12,2021-06-16 15:38:57.607280+00:00,Oh... 👀?
4047,user15,user10,11,2021-06-16 15:38:56.544778+00:00,aber ich würde mich auf jeden Fall sehr freuen mit dir zu gehen!!🥰
4046,user03,user04,13,2021-06-16 15:38:56.019250+00:00,okay ja gerne 🥰
4045,user19,user13,12,2021-06-16 15:38:54.634096+00:00,ich hab ja nächste woche Dienstag dieses Meeting von der Arbeit...😲😢
4044,user12,user18,6,2021-06-16 15:38:53.334418+00:00,"Mir eigentlich auch, hab mich vorher noch gefreut, dass ja jetzt langsam wieder mehr offen hat und sogar Konzerte wieder gehen 🥰"
4043,user07,user14,0,2021-06-16 15:38:53.107075+00:00,Nice 😊+
4042,user14,user07,0,2021-06-16 15:38:50.805240+00:00,Ich glaub wie sind durch oder? 😊
4041,user04,user03,13,2021-06-16 15:38:49.623974+00:00,Ich kann auch gleich zu dir fahren und wir sprechen darüber?😊
4040,user13,user19,12,2021-06-16 15:38:47.684400+00:00,Kennst du das Cafe Bla? Das ist ein isländisches Kaffee😊
4039,user16,user01,28,2021-06-16 15:38:46.284319+00:00,er musste vom Platz getragen werden😢
4038,user01,user16,28,2021-06-16 15:38:42.490430+00:00,"oh Gott, was hatt er denn? 😱👀"
4037,user10,user15,11,2021-06-16 15:38:40.906051+00:00,Aber ein Ja höre ich natürlich sehr gerne 🥰😊
4036,user14,user07,28,2021-06-16 15:38:40.723315+00:00,Szenario 28 beendet
4035,user03,user04,13,2021-06-16 15:38:39.900460+00:00,machen wir uns beide mal gedanken und sprechen später 😊
4034,user19,user13,12,2021-06-16 15:38:38.634457+00:00,oh nein mir fällt gerade was ein😱😲
4033,user15,user10,11,2021-06-16 15:38:37.022381+00:00,entschuldigung für die zaghafte Antwort damit hab ich nur nicht gerechnet😲
4032,user10,user15,11,2021-06-16 15:38:30.408629+00:00,"Du kannst dir alle Zeit lassen, die du brauchst 😱"
4031,user16,user01,28,2021-06-16 15:38:26.250809+00:00,Der wurde so schlimm gefoult😡
4030,user01,user16,28,2021-06-16 15:38:23.650674+00:00,wieso denn das?👀
4029,user06,user17,21,2021-06-16 15:38:23.407507+00:00,"Na, wie läuft's mit dem Wagen? Eine richtige Rakete, oder? 😊"
