id,user,recipient,sid,timestamp,utterance,emotion,did
3056,user13,user19,7,2021-06-16 15:06:53.606930+00:00,Hey!  ich bin hier gerade in der Ferienwohnung auf Sylt angekommen und es ist soooo schön. ,joy,8
3060,user13,user19,7,2021-06-16 15:07:06.631775+00:00,Das Meer ist so blau und die Sonne scheint  gleich geh ich zum Strand,joy,8
3063,user19,user13,7,2021-06-16 15:07:12.039612+00:00,ohja echt ich bin so gespannt,anticipation,8
3068,user19,user13,7,2021-06-16 15:07:21.387759+00:00,wie ist die Ferienwohnung so,anticipation,8
3074,user19,user13,7,2021-06-16 15:07:34.997156+00:00,wie sind die Zimmer aufgeteilt und wie sauber ist es?,anticipation,8
3075,user19,user13,7,2021-06-16 15:07:38.844034+00:00,oh das klingt so toll,trust,8
3076,user13,user19,7,2021-06-16 15:07:43.310433+00:00,mega nice!  voll groß. ,joy,8
3081,user19,user13,7,2021-06-16 15:07:56.592568+00:00,du wirst bestimmt einen richtig schönen urlaub dort habe,trust,8
3086,user19,user13,7,2021-06-16 15:08:08.840297+00:00,wie viele zimmer gibt es denn?,anticipation,8
3091,user13,user19,7,2021-06-16 15:08:13.912293+00:00,"es gibt zwei Schlafzimmer, beide mit Meerblick und voll groß. Also perfekt für meine Schwester und mich ",joy,8
3096,user19,user13,7,2021-06-16 15:08:31.051357+00:00,oh wow das klingt ja meeeega,trust,8
3098,user13,user19,7,2021-06-16 15:08:32.962665+00:00,Ich bin gerade in mein Zimmer eingezogen und es ist alles voll luxuriös und sauber ,joy,8
3100,user19,user13,7,2021-06-16 15:08:38.135561+00:00,ich bin so neidisch,trust,8
3101,user13,user19,7,2021-06-16 15:08:40.656353+00:00,... wait. ,fear,8
3108,user19,user13,7,2021-06-16 15:08:53.427016+00:00,oh wow das klingt so toll,joy,8
3112,user19,user13,7,2021-06-16 15:09:00.465579+00:00,was ist los?,surprise,8
3117,user13,user19,7,2021-06-16 15:09:08.191169+00:00,iiiihhhh  ich hab grad was entdeckt. Voll die große Kakerlake. Voll widerlich man ,disgust,8
3122,user19,user13,7,2021-06-16 15:09:17.120967+00:00,waaaas?,disgust,8
3127,user13,user19,7,2021-06-16 15:09:22.764941+00:00,ich hab soo viel Geld bezahlt für eine LUXUS FeWo und dann sowas ,anger,8
3130,user19,user13,7,2021-06-16 15:09:27.528814+00:00,oh nein ich hasse kakerlaken,disgust,8
3137,user19,user13,7,2021-06-16 15:09:36.432920+00:00,das gibt es doch nicht,anger,8
3144,user19,user13,7,2021-06-16 15:09:44.276338+00:00,das ist so wiederlich,disgust,8
3149,user13,user19,7,2021-06-16 15:09:55.965464+00:00,"ja, voll schlimm man ",sadness,8
3151,user19,user13,7,2021-06-16 15:09:57.148881+00:00,ich würde mich gleich beschweren,anger,8
3155,user13,user19,7,2021-06-16 15:10:03.897437+00:00,hoffentlich ist das nur eine ,surprise,8
3163,user13,user19,7,2021-06-16 15:10:16.413529+00:00,und meine Schwester hat ja so Angst vor Insekten ,sadness,8
3165,user19,user13,7,2021-06-16 15:10:23.228419+00:00,ich hoffe es sehr für dich ,surprise,8
3169,user19,user13,7,2021-06-16 15:10:32.219575+00:00,was nein?,fear,8
3173,user19,user13,7,2021-06-16 15:10:37.624260+00:00,deine arme schwester,sadness,8
3182,user13,user19,7,2021-06-16 15:10:50.402915+00:00,"Ja. Ich bin gerade dabei. Ich zieh mir gerade die Schuhe an und dann geh ich zu der Hausverwaltung, um mich zu beschweren ",anger,8
3184,user19,user13,7,2021-06-16 15:10:51.681006+00:00,"kannst du sie noch wegmachen, bevor sie sie sieht?",anticipation,8
3192,user13,user19,7,2021-06-16 15:11:05.448216+00:00,Hab sie natürlich schon weggemacht ,joy,8
3194,user19,user13,7,2021-06-16 15:11:06.460875+00:00,ja mach das!!,anger,8
3198,user13,user19,7,2021-06-16 15:11:16.716894+00:00,"Ich werd dir dann berichten, was die mir sagen ",anticipation,8
3200,user19,user13,7,2021-06-16 15:11:18.383813+00:00,voll mutig von dir,fear,8
3207,user13,user19,7,2021-06-16 15:11:32.933482+00:00,"ja, man muss auch mal sich was trauen!",trust,8
3208,user19,user13,7,2021-06-16 15:11:34.691080+00:00,ja mach das!! ich bin gespannt,anticipation,8
1676,user04,user10,24,2021-06-14 19:26:49.283978+00:00,"Habe gerade erfahren, dass mein lieblings Restaurant coronabedingt schließen musste",sadness,9
1677,user10,user04,24,2021-06-14 19:26:50.231400+00:00,Weißt DU es noch nicht? Der Luigi arbeitet doch jetzt im Bella Italia.,fear,9
1685,user10,user04,24,2021-06-14 19:27:11.232455+00:00,Da könne wir seine Küche weiter genießen.,joy,9
1694,user10,user04,24,2021-06-14 19:27:40.889346+00:00,DA Filet Rossini lässt mir schon heute das Wasser im Mund zusammenlaufen.,anticipation,9
1699,user04,user10,24,2021-06-14 19:27:49.418452+00:00,"Ach was?  Ne. habe heute erst erfahren, dass der Luigi dicht gemacht hat, aber das ist doch eine gute Nachricht ",joy,9
1720,user04,user10,24,2021-06-14 19:28:32.423968+00:00,Auf jeden Fall machen wir das so bald wie möglich! Ich dachte auf die Schmankerl vom Luigi muss ich ab jetzt auf Lebenszeit verzichten ,anticipation,9
1734,user10,user04,24,2021-06-14 19:28:57.340335+00:00,DAs Corna hat echt Verwüstungen angerichtet.,disgust,9
1739,user10,user04,24,2021-06-14 19:29:11.050837+00:00,"Aber zum GLück, gibt es Mutige die weitermachen.",joy,9
1745,user10,user04,24,2021-06-14 19:29:24.527566+00:00,UNd die müssen wir jetzt unterstützen.,trust,9
1748,user04,user10,24,2021-06-14 19:29:25.752533+00:00,Jo das stimmt. Die arme Gastro... der arme Luigi ,sadness,9
1763,user04,user10,24,2021-06-14 19:29:55.180077+00:00,"Aber ja, er ist ja zum Glück untergekommen  und das unterstützen wir definitiv",joy,9
1776,user10,user04,24,2021-06-14 19:30:20.663248+00:00,Dann übermorgen zur gewohnten Zeit ?!,joy,9
1785,user04,user10,24,2021-06-14 19:30:40.807475+00:00,Der Termin steht! Freue mich. Bis dann,joy,9
247,user14,user13,15,2021-06-14 18:32:17.389769+00:00,Hi ,joy,10
272,user13,user14,15,2021-06-14 18:33:38.758032+00:00,"Hi, ich habe gerade an dich gedacht! ",joy,10
283,user14,user13,15,2021-06-14 18:34:00.847960+00:00,Das ist ja lustig ,joy,10
286,user13,user14,15,2021-06-14 18:34:09.737192+00:00,Wie geht es dir denn? ,trust,10
291,user14,user13,15,2021-06-14 18:34:17.072944+00:00,Ich muss mich mal bei dir auskotzen ,anger,10
316,user14,user13,15,2021-06-14 18:35:09.611652+00:00,Ich habe dir doch von dem großen Projekt bei der Arbeit erzählt? ,anticipation,10
319,user13,user14,15,2021-06-14 18:35:17.234579+00:00,Dafür bin ich doch da! ,trust,10
343,user13,user14,15,2021-06-14 18:36:31.087042+00:00,"Ich kann mich daran erinnern, dass du deswegen ziemlich gestresst warst. ",anticipation,10
355,user14,user13,15,2021-06-14 18:37:18.233225+00:00,"Es lief eigentlich alles gut, bis mein Kollege den master-branch geändert hat und jetzt nichts mehr funktioniert ",anger,10
359,user14,user13,15,2021-06-14 18:37:27.710834+00:00,Du glaubst nicht wie sauer ich gerade bin ,anger,10
396,user13,user14,15,2021-06-14 18:39:29.658533+00:00,"Oh, scheiße. ",anticipation,10
398,user13,user14,15,2021-06-14 18:39:46.272168+00:00,Kannst du das denn jetzt irgendwie noch retten? ,anticipation,10
412,user14,user13,15,2021-06-14 18:40:22.628175+00:00,"Nein, das ist ja das Problem  Ich weiß nicht wie ich das meinem Chef erzählen soll. ",surprise,10
450,user13,user14,15,2021-06-14 18:42:10.772127+00:00,Das ist ja blöd. ,fear,10
458,user13,user14,15,2021-06-14 18:42:33.868893+00:00,"Aber wie es mir scheint, ist es doch nicht deine Schuld. ",trust,10
467,user14,user13,15,2021-06-14 18:43:08.750084+00:00,"Ist es auch nicht, aber ich kann die Schuld ja nicht einfach auf den Kollegen schieben? ",surprise,10
491,user13,user14,15,2021-06-14 18:44:06.348863+00:00,Nein. Das würde auch keinen guten Eindruck hinterlassen. ,surprise,10
506,user14,user13,15,2021-06-14 18:44:46.713033+00:00,Ich glaube ich lasse es einfach auf mich zukommen. ,fear,10
517,user13,user14,15,2021-06-14 18:45:13.623525+00:00,"Wenn es keine andere Lösung gibt, ist es immer am besten, einfach die Wahrheit zu erzählen. ",joy,10
521,user13,user14,15,2021-06-14 18:45:26.237093+00:00,Und egal was passiert: Ich bin für dich da! ,trust,10
529,user14,user13,15,2021-06-14 18:45:41.469317+00:00,"Das stimmt.  Danke, dass du mir zuhörst! ",joy,10
813,user06,user12,21,2021-06-14 18:57:24.702980+00:00,scheißeeee,sadness,11
816,user12,user06,21,2021-06-14 18:57:27.008234+00:00,Und schaust du auch?,trust,11
827,user06,user12,21,2021-06-14 18:57:49.018850+00:00,jetzt schießen die noch den Ausgleich die Deppen,anger,11
832,user12,user06,21,2021-06-14 18:58:00.758693+00:00,Jaa ich merke es an deiner Reaktion ,joy,11
